Age,Gender,Occupation,Employment Type,Education,Annual Income,Monthly Income,Monthly Expenses,Credit Score,Loan Amount,Existing Loans,Debt Ratio,Years of Employment,Marital Status,Residence Type,Dependents,Bank Balance,Savings,Investment,Loan History,Credit History,Approval Status
67,Male,Teacher,Contract,Master,95279,7939.92,3443.38,613,72262,0,0.4337,15.6,Married,Rented,1,12871.0,8762,13143,Good,Good,Approved
65,Other,Student,Full-time,PhD,11195,932.92,805.47,498,2000,0,0.8634,3.7,Widowed,With Parents,1,3014.0,1134,1243,Bad,Bad,Rejected
38,Female,Accountant,Full-time,Master,111750,9312.5,4159.61,634,62094,0,0.4467,8.5,Divorced,Owned,0,24591.0,9127,4371,None,Good,Approved
58,Female,Manager,Full-time,Bachelor,98491,8207.58,3510.65,656,39506,0,0.4277,5.5,Married,Rented,1,1158.0,636,7206,None,Bad,Rejected
55,Female,Manager,Self-employed,PhD,111664,9305.33,2604.55,420,20313,0,0.2799,24.9,Married,Owned,0,,6975,3009,Bad,Good,Rejected
71,Male,Retired,Unemployed,Bachelor,30313,2526.08,1385.69,799,7475,2,0.7844,0.0,Married,Owned,1,1692.0,795,7973,Good,Good,Approved
35,Male,Software Engineer,Full-time,Master,107589,8965.75,3318.45,709,24039,3,0.5037,11.6,Married,Rented,1,1535.0,551,12383,Good,Bad,Approved
45,Male,Teacher,Full-time,Bachelor,66322,5526.83,2439.96,667,30601,0,0.4415,1.5,Married,Owned,0,13464.0,4231,7210,Good,None,Approved
75,Female,Retired,Unemployed,Bachelor,24928,2077.33,1071.34,570,9078,1,0.6215,0.0,Married,Rented,3,1123.0,626,2637,None,Bad,Rejected
57,Female,Teacher,Full-time,Bachelor,43604,3633.67,1369.84,850,19363,1,0.458,19.7,Divorced,Rented,1,10100.0,5704,12955,Good,Good,Approved
48,Female,Manager,Full-time,Bachelor,89706,7475.5,3604.52,553,21274,0,0.4822,9.0,Married,Rented,3,21760.0,14749,10982,None,None,Approved
30,Male,Manager,Full-time,Bachelor,70635,5886.25,3187.68,675,24379,0,0.5415,2.1,Single,Owned,0,8694.0,3432,615,Good,None,Approved
59,Male,Nurse,Full-time,Bachelor,69092,5757.67,2059.41,406,27550,1,0.4064,18.3,Married,Rented,3,12788.0,4762,8948,Bad,Bad,Rejected
37,Female,Sales Executive,Full-time,Bachelor,66704,5558.67,2065.5,656,23856,0,0.3716,10.4,Married,Mortgaged,0,14910.0,9228,7364,None,None,Approved
59,Female,Student,Full-time,Bachelor,10913,909.42,672.89,574,4244,1,1.038,5.6,Married,Rented,1,,958,357,Bad,Bad,Rejected
42,Female,Nurse,Full-time,Master,114644,9553.67,2470.37,743,13059,1,0.2984,,Single,Rented,3,24909.0,18934,24083,None,Good,Approved
46,Male,Software Engineer,Part-time,Bachelor,77340,6445.0,3368.59,782,28351,1,0.5653,17.3,Widowed,Rented,0,17708.0,12299,10527,Good,None,Approved
64,Female,Teacher,Part-time,High School,31722,2643.5,1312.44,689,20123,2,0.7671,5.9,Married,Rented,0,810.0,403,4680,Good,Bad,Rejected
45,Male,Nurse,Full-time,High School,29116,2426.33,1314.52,300,6710,1,0.6363,14.5,Divorced,Rented,2,3774.0,1959,723,Bad,Bad,Rejected
37,Female,Teacher,Full-time,High School,45716,3809.67,1018.98,512,12798,4,0.6799,5.1,Married,With Parents,1,9234.0,3324,4444,Bad,Bad,Rejected
33,Male,Nurse,Full-time,Bachelor,78184,6515.33,1934.1,761,38277,2,0.3501,7.2,Married,Rented,1,21704.0,12924,9230,Good,Good,Approved
40,Female,Manager,Self-employed,High School,47200,3933.33,1107.6,689,8205,0,0.2816,7.8,Single,Rented,0,2638.0,1049,6758,Good,None,Approved
45,Male,Teacher,Part-time,High School,30665,2555.42,1162.78,729,10196,1,0.591,13.1,Divorced,Rented,1,3622.0,2417,2429,Good,None,Approved
24,Female,Student,Part-time,Master,10575,881.25,696.04,569,6196,1,1.191,0.0,Married,Rented,0,1508.0,715,633,Bad,None,Rejected
30,Male,Accountant,Contract,Master,82565,6880.42,1838.63,582,39924,1,0.2962,4.3,Single,Rented,3,7899.0,5228,16307,Bad,Bad,Rejected
23,Male,Student,Part-time,Bachelor,10122,843.5,710.67,528,2897,0,0.8425,0.0,Single,Rented,1,1636.0,523,1686,Good,None,Rejected
61,Male,Software Engineer,Contract,PhD,131824,10985.33,3118.42,687,46418,0,0.2839,,Single,Rented,2,7539.0,2784,31840,None,None,Approved
65,Male,Self-Employed,Self-employed,High School,40275,3356.25,1754.22,607,9488,3,0.7273,6.4,Divorced,Owned,0,2996.0,1668,758,Good,Good,Approved
38,Male,Sales Executive,Full-time,Bachelor,83982,6998.5,2167.33,417,28590,2,0.3996,8.0,Married,Rented,2,5818.0,3691,11321,Bad,Bad,Rejected
67,Female,Self-Employed,Full-time,Bachelor,49942,4161.83,1968.77,841,18149,0,0.4731,6.3,Single,Mortgaged,1,4690.0,1572,5073,Good,Good,Approved
56,Male,Sales Executive,Full-time,Bachelor,54849,4570.75,2356.33,583,30633,0,0.5155,28.6,Married,Owned,2,10172.0,6793,4017,Bad,Bad,Rejected
67,Female,Software Engineer,Full-time,Bachelor,98043,8170.25,3462.9,472,17984,2,0.4672,30.9,Married,With Parents,0,602.0,346,9076,Good,Bad,Rejected
42,Female,Accountant,Self-employed,Bachelor,49592,4132.67,1339.21,816,37148,0,0.3241,13.7,Divorced,Owned,2,9974.0,7586,14142,Good,Good,Approved
54,Female,Accountant,Self-employed,Bachelor,67334,5611.17,1923.37,592,53487,0,0.3428,28.8,Married,Owned,1,12466.0,6134,8053,None,Bad,Approved
67,Male,Retired,Unemployed,Bachelor,30268,2522.33,1300.83,700,16776,1,0.6237,0.0,Married,Rented,0,39375.0,14312,5930,Good,Good,Approved
28,Male,Teacher,Contract,High School,38678,3223.17,1094.19,530,10085,2,0.5199,4.6,Single,Mortgaged,0,40360.0,17328,24,Bad,Bad,Rejected
60,Female,Accountant,Full-time,High School,37688,3140.67,1488.23,341,12975,0,0.4739,24.5,Married,Rented,0,2085.0,1448,486,Bad,Bad,Rejected
69,Other,Retired,Unemployed,High School,25751,2145.92,1173.92,718,11880,2,0.7187,0.0,Single,Owned,0,2254.0,1288,6400,None,Good,Approved
64,Male,Accountant,Full-time,High School,34046,2837.17,1560.29,392,12063,1,,26.8,Divorced,Owned,0,874.0,475,2376,Bad,Bad,Rejected
39,Male,Accountant,Full-time,Bachelor,53499,4458.25,1828.08,666,20814,1,0.4565,2.0,Married,Rented,1,3691.0,2348,1104,None,Good,Approved
62,Male,Teacher,Full-time,High School,37437,3119.75,1553.53,304,2289,0,0.498,,Married,Owned,1,9666.0,7397,496,Bad,None,Rejected
61,Other,Nurse,Full-time,Master,111645,9303.75,5089.85,747,83578,0,0.5471,2.4,Married,Rented,1,9301.0,5131,6088,Good,Good,Approved
57,Male,Self-Employed,Full-time,High School,37426,3118.83,1130.27,613,22645,0,0.3624,32.3,Married,Rented,0,15883.0,8326,8055,Good,None,Approved
26,Male,Teacher,Full-time,High School,31351,2612.58,850.98,666,14344,0,0.3257,0.7,Married,Rented,2,691.0,509,4091,Good,Bad,Rejected
72,Female,Retired,Unemployed,Bachelor,32178,2681.5,762.27,792,24501,0,0.2843,0.0,Divorced,Owned,3,6651.0,3403,364,Good,Good,Approved
46,Male,Software Engineer,Full-time,High School,88065,7338.75,2144.9,573,63471,0,0.2923,18.1,Married,Owned,0,14160.0,5457,8480,Bad,Bad,Rejected
54,Male,Teacher,Self-employed,Bachelor,67370,5614.17,2841.15,612,11850,0,0.5061,2.2,Divorced,Rented,0,,4407,5637,Good,Good,Approved
65,Female,Self-Employed,Full-time,Bachelor,70406,5867.17,2503.03,477,18906,0,0.4266,32.7,Married,Owned,1,12188.0,7289,9549,Bad,Bad,Rejected
26,Female,Accountant,Self-employed,High School,38557,3213.08,1645.46,516,9189,0,0.5121,1.1,Single,Rented,2,6961.0,4991,4470,Bad,Bad,Rejected
57,Male,Accountant,Full-time,High School,26576,2214.67,1078.18,499,8551,0,0.4868,28.4,Single,Mortgaged,1,971.0,336,3240,None,Good,Approved
53,Male,Student,Self-employed,Bachelor,11259,938.25,799.7,358,2000,1,1.1828,17.7,Divorced,Owned,1,1781.0,1059,680,Bad,Bad,Rejected
73,Male,Retired,Unemployed,High School,25841,2153.42,569.58,560,2730,0,0.2645,0.0,Divorced,Owned,0,3310.0,1171,1678,None,Bad,Rejected
42,Male,Accountant,Full-time,High School,39383,3281.92,1679.3,683,9049,0,0.5117,2.0,Married,Owned,2,2408.0,757,3897,Good,None,Approved
41,Female,Student,Full-time,High School,13293,1107.75,930.45,767,3292,0,0.8399,3.0,Married,Mortgaged,0,687.0,308,3346,None,None,Approved
26,Male,Self-Employed,Full-time,High School,34366,2863.83,734.82,598,10446,1,0.3441,2.1,Single,Owned,0,6871.0,3329,1527,None,None,Approved
26,Male,Software Engineer,Full-time,Bachelor,86822,7235.17,3840.59,742,31192,0,0.5308,0.7,Married,With Parents,0,2375.0,987,20909,Good,Good,Approved
75,Male,Manager,Full-time,Bachelor,67230,5602.5,2917.91,300,19987,3,0.6146,6.0,Widowed,Rented,0,5798.0,3314,6106,None,Bad,Rejected
68,Female,Retired,Unemployed,Bachelor,27935,2327.92,961.39,692,4245,1,0.5715,0.0,Divorced,Owned,1,8174.0,6343,6380,Good,Good,Approved
24,Female,Sales Executive,Full-time,High School,29988,2499.0,1057.56,610,13212,0,0.4232,1.3,Single,Owned,1,2489.0,1240,1552,None,Good,Approved
50,Female,Nurse,Full-time,High School,29337,2444.75,1128.26,551,13173,1,0.5641,24.7,Married,Rented,3,8412.0,2564,3392,Bad,Bad,Rejected
31,Male,Nurse,Full-time,Master,102504,8542.0,2813.81,649,54440,1,0.3705,0.6,Married,Rented,0,16842.0,7149,17298,None,Good,Approved
50,Female,Student,Full-time,Bachelor,13479,1123.25,975.55,711,4278,0,0.8685,11.3,Married,Rented,4,1513.0,899,853,Bad,Good,Approved
51,Female,Sales Executive,Self-employed,Master,83403,6950.25,1955.29,774,23507,0,0.2813,28.5,Married,Owned,1,51636.0,25496,14759,Good,Good,Approved
44,Male,Manager,Full-time,Bachelor,68817,5734.75,2214.87,616,30191,1,0.4222,8.6,Married,Rented,1,14006.0,5880,6969,None,None,Approved
75,Male,Self-Employed,Full-time,Bachelor,56948,4745.67,1887.96,456,15994,3,0.644,16.7,Single,Owned,2,3197.0,1834,6139,Bad,Bad,Rejected
29,Male,Nurse,Full-time,Bachelor,74684,6223.67,2267.91,816,9799,0,0.3644,2.6,Married,Rented,1,11127.0,6530,11935,Good,Good,Approved
75,Male,Retired,Unemployed,Bachelor,29964,2497.0,763.03,718,9154,0,0.3056,0.0,Married,Owned,0,4356.0,2869,2991,Good,None,Approved
23,Male,Accountant,Full-time,Bachelor,60399,5033.25,1794.83,452,19663,0,0.3566,0.9,Single,Rented,2,10607.0,8197,4991,None,None,Rejected
71,Male,Retired,Unemployed,Bachelor,28246,2353.83,826.82,375,6199,1,0.4803,0.0,Divorced,Owned,1,6278.0,4171,2113,Bad,None,Rejected
51,Male,,Full-time,High School,41326,3443.83,1376.77,572,31667,1,0.4969,1.4,Married,Rented,1,2788.0,2204,1535,Good,Bad,Rejected
60,Female,Software Engineer,Full-time,Bachelor,64355,5362.92,2426.21,428,22758,0,0.4524,10.4,Divorced,Rented,2,3661.0,2845,1813,None,Bad,Rejected
57,Male,Self-Employed,Full-time,Bachelor,84276,7023.0,3795.72,367,14359,2,0.6446,12.3,Married,Owned,0,2732.0,948,2474,Bad,Bad,Rejected
56,Female,Nurse,Full-time,Master,96838,8069.83,2366.47,390,29457,0,0.2932,23.2,Widowed,Rented,1,32500.0,14305,9264,None,Bad,Rejected
44,Female,Accountant,Full-time,Bachelor,65016,5418.0,2773.5,488,9492,1,0.5754,5.2,Single,Owned,2,5272.0,4144,5835,Bad,Bad,Rejected
51,Female,Sales Executive,Full-time,Bachelor,61129,5094.08,1707.81,621,13613,0,0.3353,27.1,Divorced,Owned,1,1530.0,611,5456,None,None,Approved
26,Female,Software Engineer,Full-time,High School,47822,3985.17,1703.31,356,17137,2,0.5608,3.8,Single,Mortgaged,0,6020.0,4164,2508,Bad,Bad,Rejected
22,Male,Sales Executive,Full-time,Bachelor,74683,6223.58,2576.69,627,25778,2,0.5138,0.4,Single,Owned,2,350.0,0,891,Bad,Good,Rejected
40,Female,Self-Employed,Full-time,Bachelor,53915,4492.92,1873.93,453,6534,2,0.5439,17.8,Married,Rented,0,5149.0,2786,5156,Good,Bad,Rejected
48,Male,Teacher,Full-time,PhD,127147,10595.58,4948.22,355,49300,0,0.467,10.2,Married,Mortgaged,2,30483.0,11561,2756,Bad,Good,Rejected
31,Male,Self-Employed,Part-time,Bachelor,66287,5523.92,2013.5,759,8068,1,0.4183,7.8,Single,Owned,3,1811.0,627,3918,Good,Good,Approved
24,Female,Accountant,Full-time,Bachelor,64492,5374.33,1858.07,583,23012,1,0.4149,1.1,Single,Mortgaged,0,13145.0,4134,9629,Bad,Bad,Rejected
35,Male,Accountant,Full-time,Bachelor,52301,4358.42,2204.71,557,6636,4,0.7395,5.9,Married,Owned,0,19422.0,9961,5175,Bad,Bad,Rejected
26,Male,Student,Full-time,Master,9679,806.58,600.95,726,4383,0,0.7451,2.6,Single,Rented,0,3967.0,2130,353,Good,Good,Approved
74,Female,Retired,Unemployed,Bachelor,29637,2469.75,629.0,537,5643,2,0.5008,0.0,Married,Rented,1,1870.0,777,5593,None,Bad,Rejected
69,Female,Retired,Unemployed,Bachelor,28332,2361.0,739.4,758,17125,0,0.3132,0.0,Married,Mortgaged,3,589.0,221,6394,Good,Good,Approved
50,Female,Accountant,Full-time,PhD,115813,9651.08,3914.09,543,44462,0,0.4056,10.2,Married,Rented,1,2159.0,846,11933,Bad,None,Rejected
58,Male,Software Engineer,Full-time,High School,67788,5649.0,2324.86,791,31438,0,0.4116,25.2,Married,Rented,0,13334.0,8419,10876,Good,Good,Approved
71,Female,Retired,Unemployed,Master,19865,1655.42,540.21,734,5955,0,0.3263,0.0,Married,Rented,1,13177.0,9613,1496,Good,None,Approved
22,Male,Student,Part-time,High School,13827,1152.25,1021.08,673,9824,0,0.8862,0.0,Divorced,Owned,2,1245.0,715,1252,None,None,Rejected
35,Female,Sales Executive,Self-employed,Bachelor,61529,5127.42,2447.79,374,16095,0,0.4774,4.7,Married,Rented,0,3537.0,2428,1206,Good,Bad,Rejected
31,Female,Software Engineer,Full-time,Bachelor,111667,9305.58,5112.03,688,54430,0,0.5494,3.9,Married,Owned,2,9616.0,6385,7343,Good,Good,Approved
28,Female,Sales Executive,Full-time,Bachelor,45418,3784.83,1968.15,646,10537,2,0.6141,1.6,Married,Rented,0,2859.0,2218,1954,Good,None,Approved
46,Female,Nurse,Full-time,Master,97681,8140.08,4296.49,695,12543,0,0.5278,16.1,Divorced,Rented,2,20922.0,14672,8970,None,Bad,Approved
71,Male,Retired,Unemployed,High School,30350,2529.17,1237.93,586,12837,2,0.6605,0.0,Married,Mortgaged,0,1197.0,513,118,Bad,Bad,Rejected
65,Female,Nurse,Full-time,High School,27197,2266.42,985.1,587,12772,1,0.5067,13.7,Married,Rented,0,5371.0,4181,602,None,Bad,Rejected
64,Female,Nurse,Full-time,Bachelor,58767,4897.25,1413.17,300,5552,2,0.3953,8.7,Married,Mortgaged,2,12960.0,6289,4430,Bad,Bad,Rejected
25,Male,Teacher,Full-time,Bachelor,54669,4555.75,1989.47,596,7739,1,0.5102,1.7,Married,Owned,1,21786.0,13290,10587,Bad,Bad,Rejected
26,Female,Self-Employed,Self-employed,Bachelor,73416,6118.0,1632.2,712,18446,0,0.2668,1.3,Single,Owned,0,3410.0,2603,1441,Good,Bad,Approved
46,Male,Nurse,Full-time,High School,36621,3051.75,1573.45,628,5279,1,0.6452,3.3,Widowed,Rented,3,3639.0,2408,271,Good,None,Approved
74,Female,Nurse,Full-time,High School,43393,3616.08,1426.71,778,6044,1,0.4491,9.1,Single,Rented,1,9336.0,5489,6485,Good,Good,Approved
24,Female,Student,Part-time,High School,12365,1030.42,734.75,614,5080,1,0.9299,0.0,Single,Rented,0,4196.0,2677,1130,Good,Good,Approved
39,Female,Accountant,Full-time,High School,38844,3237.0,1328.06,618,25915,2,0.5971,7.4,Single,Rented,1,6697.0,3258,7553,Bad,None,Rejected
40,Male,Student,Full-time,Bachelor,14109,1175.75,906.79,601,7968,1,1.0713,12.1,Married,Owned,2,4193.0,1419,2093,Good,Good,Approved
53,Female,Accountant,Full-time,Bachelor,70405,5867.08,2152.61,306,20262,0,0.3669,2.2,Divorced,Rented,1,8702.0,3448,5384,Bad,Bad,Rejected
40,Female,Student,Full-time,Master,11308,942.33,769.57,757,3208,2,1.3525,10.6,Single,Owned,0,868.0,325,247,Good,Good,Approved
69,Female,,Unemployed,Master,25604,2133.67,844.87,736,2759,1,0.5141,0.0,Married,Owned,1,3174.0,956,5611,Good,None,Approved
32,Male,Sales Executive,Contract,High School,34581,2881.75,1466.64,512,7183,0,0.5089,2.3,Single,Owned,1,4249.0,3233,1278,Bad,Bad,Rejected
67,Male,Retired,Unemployed,Bachelor,31345,2612.08,1004.5,763,11409,1,0.465,0.0,Married,Rented,2,,631,115,Good,None,Approved
21,Female,Self-Employed,Full-time,High School,30977,2581.42,926.9,503,11818,1,0.511,0.1,Single,Rented,0,,1294,1910,Bad,Bad,Rejected
46,Male,Self-Employed,Self-employed,High School,38423,3201.92,1756.01,739,5779,1,0.6351,21.5,Married,Owned,1,4659.0,1940,2211,Good,None,Approved
34,Female,Manager,Self-employed,Bachelor,94355,7862.92,3313.15,826,60716,3,0.5055,0.7,Married,Rented,0,14538.0,10002,26896,Good,Good,Approved
58,Female,Student,Full-time,High School,9744,812.0,669.07,505,2000,0,0.824,22.8,Married,Rented,1,2550.0,1735,915,Good,None,Rejected
57,Female,Sales Executive,Full-time,High School,38168,3180.67,1567.29,757,25982,1,0.5414,26.3,Single,Mortgaged,3,2392.0,1281,9329,Good,Good,Approved
31,Female,Manager,Full-time,Master,117448,9787.33,3447.13,793,52432,2,0.4182,8.0,Single,Rented,0,25395.0,17711,192,Good,Good,Approved
56,Female,Self-Employed,Full-time,Bachelor,59632,4969.33,1822.49,711,40212,1,0.436,25.0,Married,Owned,0,1558.0,898,5236,None,Good,Approved
33,Male,Self-Employed,Full-time,Bachelor,66242,5520.17,2631.81,630,28271,0,0.4768,3.8,Married,With Parents,1,17084.0,11645,7885,Good,Good,Approved
63,Male,Student,Full-time,High School,11079,923.25,845.97,673,4224,0,0.9163,29.0,Divorced,Owned,2,1405.0,974,1486,Good,Good,Approved
23,Male,Accountant,Full-time,High School,36300,3025.0,1146.66,767,28117,1,0.4932,0.7,Single,Rented,0,6018.0,2710,4847,Good,Good,Approved
53,Male,Sales Executive,Self-employed,Master,87732,7311.0,3102.7,542,15712,0,0.4244,,Widowed,Rented,1,3671.0,2229,2474,None,None,Approved
26,Female,Sales Executive,Full-time,High School,26967,2247.25,1072.48,349,8949,2,0.707,3.6,Married,Owned,2,1128.0,357,2423,Bad,Bad,Rejected
70,Female,Retired,Unemployed,Bachelor,27420,2285.0,753.63,406,2014,0,0.3298,0.0,Married,Rented,2,643.0,383,3039,None,Good,Rejected
30,Female,Accountant,Part-time,High School,32675,2722.92,1408.01,850,4700,1,0.6012,6.2,Single,Owned,2,1662.0,1079,2497,Good,Good,Approved
25,Female,Self-Employed,Full-time,Bachelor,71196,5933.0,3226.17,550,28953,0,0.5438,3.0,Single,Mortgaged,0,7759.0,2849,6373,Bad,Bad,Rejected
43,Other,Student,Full-time,High School,13583,1131.92,1057.48,636,6925,1,1.1034,17.1,Married,Owned,3,2340.0,1493,935,Bad,Good,Rejected
30,Female,Sales Executive,Full-time,Master,83128,6927.33,1734.18,670,43723,1,0.2879,7.1,Married,Rented,0,25443.0,12048,16685,None,Good,Approved
64,Female,Nurse,Part-time,Master,79343,6611.92,3426.77,729,9955,0,0.5183,15.4,Married,Rented,0,17704.0,12212,7967,Good,Good,Approved
22,Female,Student,Part-time,Bachelor,8975,747.92,581.79,653,5274,1,0.9876,0.0,Single,Owned,0,4438.0,3423,1434,None,Good,Rejected
33,Male,Software Engineer,Full-time,High School,57063,4755.25,1514.2,383,5448,0,0.3184,7.6,Married,Rented,1,6489.0,2212,2856,Good,Bad,Rejected
60,Male,Self-Employed,Full-time,Master,85635,7136.25,2462.75,498,32915,1,0.3934,,Married,Mortgaged,2,5402.0,4209,1777,None,None,Approved
22,Male,Self-Employed,Part-time,Bachelor,51942,4328.5,1359.35,630,17321,1,0.3563,0.4,Single,Rented,0,17585.0,11684,1165,Good,Good,Approved
40,Female,Sales Executive,Full-time,Bachelor,73708,6142.33,3204.83,428,10430,0,0.5218,6.0,Married,Rented,2,3478.0,2434,1722,None,Bad,Rejected
21,Female,Student,Part-time,Bachelor,12471,1039.25,754.03,662,3789,0,0.7256,0.0,Single,Rented,2,1463.0,1016,672,Good,Good,Approved
57,Male,Manager,Self-employed,High School,58916,4909.67,1437.83,771,44549,1,0.3714,27.2,Divorced,Mortgaged,1,2181.0,896,6118,Good,Good,Approved
29,Male,Software Engineer,Full-time,High School,64837,5403.08,2748.04,551,28397,0,0.5086,5.2,Divorced,Owned,2,7955.0,5624,4338,Bad,None,Rejected
37,Female,Self-Employed,Full-time,Bachelor,67983,5665.25,2094.34,588,27483,0,0.3697,5.4,Married,Rented,0,23572.0,17524,1999,Bad,Bad,Rejected
29,Male,Nurse,Full-time,High School,38323,3193.58,960.57,649,19013,2,0.5072,1.2,Married,Owned,0,4115.0,1277,206,Bad,Bad,Rejected
31,Male,Teacher,Full-time,Bachelor,72887,6073.92,2449.01,628,54777,0,0.4032,3.6,Married,Mortgaged,2,11734.0,5499,8011,None,Good,Approved
35,Female,Student,Full-time,Bachelor,11443,953.58,719.75,396,2000,1,1.1018,7.5,Married,Rented,1,352.0,0,13,Bad,Bad,Rejected
44,Male,Nurse,Self-employed,Master,88083,7340.25,3422.21,505,9978,1,0.4877,4.0,Single,Mortgaged,0,14681.0,8355,7810,Bad,Bad,Rejected
58,Male,Software Engineer,Self-employed,PhD,148762,12396.83,5447.0,628,76886,0,0.4394,33.9,Divorced,Mortgaged,1,38640.0,28299,27263,Good,Bad,Approved
75,Female,Retired,Unemployed,Master,27232,2269.33,635.18,534,6047,0,0.2799,0.0,Married,Owned,2,2125.0,810,2438,None,Bad,Rejected
55,Female,Manager,Self-employed,High School,67850,5654.17,2983.23,745,9728,1,0.5574,9.6,Married,Owned,1,3555.0,1900,2011,Good,Good,Approved
50,Female,Sales Executive,Full-time,High School,41443,3453.58,1442.01,576,19285,0,0.4175,2.7,Married,Owned,0,18440.0,11581,1148,Bad,Bad,Rejected
51,Male,Self-Employed,Full-time,Bachelor,68354,5696.17,1851.6,549,16872,0,0.3251,26.0,Married,Rented,1,17611.0,6544,4271,None,Bad,Rejected
69,Male,Retired,Unemployed,High School,24185,2015.42,628.58,495,7085,1,0.4468,0.0,Married,Rented,2,7027.0,2723,3292,Bad,Bad,Rejected
25,Male,Manager,Self-employed,High School,64575,5381.25,1564.78,300,25729,1,0.3552,3.0,Single,Mortgaged,0,12532.0,6057,582,Bad,Bad,Rejected
64,Female,Accountant,Full-time,Bachelor,68741,5728.42,2161.86,576,27160,0,0.3774,30.8,Married,Owned,0,5444.0,3271,12552,Bad,Bad,Rejected
70,Female,,Unemployed,Bachelor,23833,1986.08,577.28,803,10895,1,0.4864,0.0,Married,Rented,1,6927.0,3344,2460,Good,Good,Approved
34,Male,Sales Executive,Contract,PhD,121599,10133.25,3797.38,571,18544,1,0.4091,10.8,Widowed,Mortgaged,1,19212.0,13546,6735,Bad,Good,Approved
73,Female,Self-Employed,Full-time,High School,32142,2678.5,789.17,761,21924,1,0.3858,1.6,Divorced,Owned,0,6449.0,3877,155,Good,Good,Approved
31,Male,Manager,Self-employed,High School,66714,5559.5,2485.33,712,11255,1,0.477,2.5,Single,Owned,0,992.0,570,8786,Good,Good,Approved
29,Male,Nurse,Full-time,High School,37626,3135.5,1522.51,814,28358,3,0.6526,1.6,Single,Rented,0,1243.0,709,5595,Good,Good,Approved
54,Male,Accountant,Full-time,Master,93010,7750.83,3215.48,691,31990,0,0.4149,29.3,Married,Rented,0,18145.0,7002,10377,None,None,Approved
32,Male,Software Engineer,Self-employed,Bachelor,95549,7962.42,3615.07,715,32133,0,0.454,7.7,Married,Mortgaged,0,3295.0,1188,1820,Good,Good,Approved
55,Female,Manager,Full-time,Master,78199,6516.58,3463.65,736,25807,0,0.5315,26.7,Divorced,Rented,1,2768.0,1641,3851,Good,Good,Approved
55,Female,Teacher,Full-time,Master,73607,6133.92,2708.2,717,56334,0,0.4415,22.9,Married,Mortgaged,1,3848.0,1919,17301,None,None,Approved
21,Male,Sales Executive,Full-time,Bachelor,63724,5310.33,1907.72,514,25045,0,0.3592,0.3,Single,Rented,1,17325.0,7410,6908,Bad,Bad,Rejected
60,Female,Teacher,Full-time,Bachelor,79813,6651.08,2559.63,769,62355,0,0.3848,27.8,Married,Owned,0,13643.0,7921,19245,Good,Good,Approved
42,Male,Teacher,Full-time,Bachelor,70505,5875.42,2985.64,613,41834,1,0.5555,13.9,Married,Owned,0,1275.0,782,6355,Bad,None,Rejected
49,Female,Teacher,Full-time,Bachelor,82686,6890.5,1992.84,683,14696,0,0.2892,8.8,Divorced,Owned,0,30137.0,10557,9626,Bad,None,Approved
28,Female,Software Engineer,Contract,Bachelor,96182,8015.17,2787.04,790,35630,1,0.395,4.0,Single,Owned,0,10693.0,6271,17779,Good,None,Approved
31,Male,Accountant,Full-time,Bachelor,64699,5391.58,2281.63,719,19572,0,0.4232,8.2,Married,Owned,0,1277.0,673,1752,Bad,Good,Approved
61,Female,Sales Executive,Part-time,Master,109239,9103.25,4123.02,734,65092,4,0.6001,11.0,Married,Rented,0,2016.0,888,21295,Good,Good,Approved
57,Male,Accountant,Full-time,PhD,112253,9354.42,4481.23,305,24968,1,0.5016,32.3,Married,Rented,4,5686.0,3005,3634,Bad,Good,Rejected
34,Male,Software Engineer,Full-time,Bachelor,80942,6745.17,2330.2,708,43024,2,0.4544,1.2,Single,Rented,0,11646.0,8213,1306,None,None,Approved
50,Male,Sales Executive,Full-time,Bachelor,68088,5674.0,1666.78,666,7224,2,0.404,19.6,Divorced,Owned,3,31587.0,17467,6171,None,None,Approved
55,Female,Accountant,Full-time,Bachelor,75944,6328.67,3395.03,643,49212,2,0.6346,22.4,Married,Rented,0,6894.0,4121,1038,Good,Good,Approved
41,Female,,Full-time,High School,56947,4745.58,1295.15,703,43646,1,0.3097,4.6,Divorced,Rented,0,,995,10204,Good,None,Approved
57,Male,Nurse,Full-time,High School,38092,3174.33,884.82,672,21657,0,0.2787,10.9,Widowed,Mortgaged,2,,634,500,Good,Bad,Approved
25,Female,Nurse,Full-time,Bachelor,64090,5340.83,2128.23,592,44629,1,,1.6,Single,Mortgaged,0,808.0,386,5044,Bad,Bad,Rejected
39,Female,Teacher,Full-time,Bachelor,69400,5783.33,2867.27,813,30173,0,0.4958,4.6,Married,Mortgaged,0,20223.0,13281,13348,None,Good,Approved
34,Female,Student,Self-employed,High School,12564,1047.0,978.34,300,2000,0,0.9344,5.2,Divorced,Rented,4,854.0,422,1016,None,Bad,Rejected
46,Female,Sales Executive,Part-time,Master,84406,7033.83,2057.26,300,33480,0,0.2925,5.5,Married,Owned,1,2059.0,661,4166,None,None,Rejected
24,Female,Teacher,Full-time,High School,34442,2870.17,1041.06,763,4862,0,0.3627,1.7,Single,Owned,0,5363.0,2938,8610,Good,Good,Approved
45,Male,Student,Full-time,High School,11364,947.0,866.71,490,2000,0,0.9152,9.0,Married,Mortgaged,0,458.0,0,130,None,Bad,Rejected
